Date-Time                     ,RadioRxTime ,GPS Time Record      ,Filtered Temperature (K) ,Filtered Humidity ,Filtered Dewpoint (K) ,Filtered Pressure (mb) ,Filtered Wind Dir ,Filtered Wind Spd (m/s) ,Filtered Altitude (m) ,Filtered Latitude ,Filtered Longitude ,GPS Velocity East (m/s) ,GPS Velocity North (m/s) ,GPS Velocity Up (m/s) ,GPS Altitude (m) ,GPS Latitude ,GPS Longitude ,GPS Derived Wind Dir ,GPS Derived Wind Spd (m/s) ,PTU Status ,RawPTU AscRate (m/s) ,RawPTU Humidity1 ,RawPTU Humidity2 ,RawPTU Pressure ,RawPTU PressureOK ,RawPTU Temperature ,RawPTU TemperatureOK ,WindResults East (m/s) ,WindResults North (m/s) ,WindResults Up (m/s) ,WindResults FiltGeoPotHeight (m) ,Calculated Mixing Ratio , , , , ,
[2023-02-01T18:55:40.4682923] ,  1666.802  ,01-Feb-2023 18:53:23 ,                265.0841 ,         100      ,             265.0841 ,              972.3152 ,         260.745  ,                12.4191 ,             371.6477 ,          43.825  ,-76.1948           ,               14.0198  ,-0.29836                 ,7.9436                ,          371.13 ,     43.825  ,-76.1948      ,            271.2191 ,                   14.0229 ,         0 ,8.0741               ,102.4316         ,102.4316         ,       971.127  ,                1 ,          265.161  ,                   1 ,               12.2571 ,1.9972                  ,-32768               ,                        406.0992 ,               2.1399   , , , , ,
[2023-02-01T18:55:40.4697784] ,  1667.802  ,01-Feb-2023 18:53:24 ,                265.0543 ,         100      ,             265.0543 ,              971.3575 ,         260.6787 ,                12.4984 ,             379.2941 ,          43.825  ,-76.1946           ,               13.452   ,0.3799                   ,8.2738                ,          380.28 ,     43.825  ,-76.1946      ,            268.3823 ,                   13.4573 ,         0 ,7.9436               ,102.0142         ,102.0142         ,       969.8059 ,                1 ,          265.1303 ,                   1 ,               12.3336 ,2.0239                  ,-32768               ,                        414.1104 ,               2.137    , , , , ,
[2023-02-01T18:55:40.4712570] ,  1668.802  ,01-Feb-2023 18:53:25 ,                265.0239 ,         100      ,             265.0239 ,              970.4229 ,         260.5856 ,                12.5812 ,             386.4632 ,          43.825  ,-76.1945           ,               11.3484  ,1.9107                   ,8.5162                ,          386.46 ,     43.825  ,-76.1945      ,            260.443  ,                   11.5081 ,         0 ,8.2738               ,101.1649         ,101.1649         ,       968.8116 ,                1 ,          265.0971 ,                   1 ,               12.4117 ,2.0578                  ,-32768               ,                        421.2427 ,               2.134    , , , , ,
[2023-02-01T18:55:40.4727091] ,  1669.802  ,01-Feb-2023 18:53:26 ,                265.0076 ,         100      ,             265.0076 ,              969.5196 ,         260.467  ,                12.6673 ,             393.307  ,          43.825  ,-76.1944           ,                8.5998  ,2.996                    ,6.0529                ,          393.74 ,     43.825  ,-76.1944      ,            250.7926 ,                    9.1067 ,         0 ,8.5162               ,101.9193         ,101.9193         ,       967.9581 ,                1 ,          265.0827 ,                   1 ,               12.492  ,2.098                   ,-32768               ,                        427.8752 ,               2.1333   , , , , ,
[2023-02-01T18:55:40.4741071] ,  1670.802  ,01-Feb-2023 18:53:27 ,                264.9921 ,         100      ,             264.9921 ,              968.6465 ,         260.3251 ,                12.7569 ,             400.2061 ,          43.825  ,-76.1943           ,                6.9327  ,3.1124                   ,5.8306                ,          399.02 ,     43.825  ,-76.1943      ,            245.8225 ,                    7.5993 ,         0 ,6.0529               ,101.548          ,101.548          ,       967.698  ,                1 ,          265.0704 ,                   1 ,               12.5748 ,2.1444                  ,-32768               ,                        434.4117 ,               2.1327   , , , , ,
[2023-02-01T18:55:40.4757252] ,  1671.802  ,01-Feb-2023 18:53:28 ,                264.9322 ,         100      ,             264.9322 ,              967.7986 ,         260.1617 ,                12.8495 ,             407.5998 ,          43.8251 ,-76.1942           ,                8.5753  ,1.6424                   ,7.5619                ,          407.3  ,     43.8251 ,-76.1942      ,            259.1578 ,                    8.7312 ,         0 ,5.8306               ,100.7688         ,100.7688         ,       966.6246 ,                1 ,          265.0078 ,                   1 ,               12.6608 ,2.1956                  ,-32768               ,                        442.0065 ,               2.1246   , , , , ,
[2023-02-01T18:55:40.4780942] ,  1672.802  ,01-Feb-2023 18:53:29 ,                264.9086 ,         100      ,             264.9086 ,              966.9657 ,         259.9764 ,                12.9443 ,             415.2171 ,          43.8251 ,-76.194            ,               11.8831  ,0.94922                  ,7.4059                ,          415.88 ,     43.8251 ,-76.194       ,            265.4329 ,                   11.9209 ,         0 ,7.5619               ,101.0691         ,101.0691         ,       965.6078 ,                1 ,          264.9872 ,                   1 ,               12.7472 ,2.2524                  ,-32768               ,                        449.9905 ,               2.1225   , , , , ,
[2023-02-01T18:55:40.4796175] ,  1673.802  ,01-Feb-2023 18:53:30 ,                264.8757 ,         100      ,             264.8757 ,              966.1439 ,         259.7689 ,                13.0408 ,             422.4724 ,          43.8251 ,-76.1939           ,               13.4614  ,1.3089                   ,6.3532                ,          422.78 ,     43.8251 ,-76.1939      ,            264.4466 ,                   13.5249 ,         0 ,7.4059               ,101.5318         ,101.5318         ,       964.8889 ,                1 ,          264.9522 ,                   1 ,               12.8331 ,2.3165                  ,-32768               ,                        457.1618 ,               2.1189   , , , , ,
[2023-02-01T18:55:40.4811952] ,  1674.802  ,01-Feb-2023 18:53:31 ,                264.8482 ,         100      ,             264.8482 ,              965.3298 ,         259.5409 ,                13.1385 ,             429.1721 ,          43.8251 ,-76.1937           ,               13.666   ,0.95191                  ,7.2399                ,          429.14 ,     43.8251 ,-76.1937      ,            266.0155 ,                   13.6991 ,         0 ,6.3532               ,101.1915         ,101.1915         ,       963.9879 ,                1 ,          264.9243 ,                   1 ,               12.9198 ,2.3854                  ,-32768               ,                        463.6062 ,               2.1161   , , , , ,
[2023-02-01T18:55:40.4827773] ,  1675.802  ,01-Feb-2023 18:53:32 ,                264.8248 ,         100      ,             264.8248 ,              964.5184 ,         259.2935 ,                13.2368 ,             435.4577 ,          43.8251 ,-76.1935           ,               14.5986  ,1.4178                   ,6.1724                ,          435.03 ,     43.8251 ,-76.1935      ,            264.4528 ,                   14.6673 ,         0 ,7.2399               ,102.7048         ,102.7048         ,       963.3156 ,                1 ,          264.9008 ,                   1 ,               13.0071 ,2.4586                  ,-32768               ,                        469.8747 ,               2.1141   , , , , ,
[2023-02-01T18:55:40.4843531] ,  1676.802  ,01-Feb-2023 18:53:33 ,                264.8113 ,         100      ,             264.8113 ,              963.7015 ,         259.0271 ,                13.3351 ,             441.4558 ,          43.8251 ,-76.1933           ,               15.2547  ,1.6433                   ,5.7681                ,          442.06 ,     43.8251 ,-76.1933      ,            263.8515 ,                   15.343  ,         0 ,6.1724               ,101.8324         ,101.8324         ,       962.6862 ,                1 ,          264.8949 ,                   1 ,               13.0915 ,2.5375                  ,-32768               ,                        476.1522 ,               2.1136   , , , , ,
[2023-02-01T18:55:40.4858866] ,  1677.802  ,01-Feb-2023 18:53:34 ,                264.7588 ,         100      ,             264.7588 ,              962.8785 ,         258.7443 ,                13.4329 ,             447.0862 ,          43.8251 ,-76.1931           ,               15.4249  ,1.8474                   ,6.0068                ,          447.28 ,     43.8251 ,-76.1931      ,            263.1705 ,                   15.5352 ,         0 ,5.7681               ,101.3798         ,101.3798         ,       961.7685 ,                1 ,          264.8546 ,                   1 ,               13.1736 ,2.6222                  ,-32768               ,                        481.7442 ,               2.1068   , , , , ,
[2023-02-01T18:55:40.4874111] ,  1678.802  ,01-Feb-2023 18:53:35 ,                264.6388 ,         100      ,             264.6388 ,              962.0465 ,         258.4501 ,                13.5297 ,             452.6441 ,          43.8251 ,-76.193            ,               14.8132  ,2.1774                   ,5.847                 ,          452.14 ,     43.8251 ,-76.1929      ,            261.638  ,                   14.9723 ,         0 ,6.0068               ,101.4462         ,101.4462         ,       961.0103 ,                1 ,          264.7389 ,                   1 ,               13.2553 ,2.7097                  ,-32768               ,                        487.0986 ,               2.0889   , , , , ,
