Date-Time                     ,RadioRxTime ,GPS Time Record      ,Filtered Temperature (K) ,Filtered Humidity ,Filtered Dewpoint (K) ,Filtered Pressure (mb) ,Filtered Wind Dir ,Filtered Wind Spd (m/s) ,Filtered Altitude (m) ,Filtered Latitude ,Filtered Longitude ,GPS Velocity East (m/s) ,GPS Velocity North (m/s) ,GPS Velocity Up (m/s) ,GPS Altitude (m) ,GPS Latitude ,GPS Longitude ,GPS Derived Wind Dir ,GPS Derived Wind Spd (m/s) ,PTU Status ,RawPTU AscRate (m/s) ,RawPTU Humidity1 ,RawPTU Humidity2 ,RawPTU Pressure ,RawPTU PressureOK ,RawPTU Temperature ,RawPTU TemperatureOK ,WindResults East (m/s) ,WindResults North (m/s) ,WindResults Up (m/s) ,WindResults FiltGeoPotHeight (m) ,Calculated Mixing Ratio , , , , ,
[2023-02-01T18:57:52.5196442] ,  1778.802  ,01-Feb-2023 18:55:15 ,                260.0276 ,         100      ,             260.0276 ,              888.0985 ,         249.4784 ,                14.2456 ,            1065.8838 ,          43.8292 ,-76.1761           ,               13.3842  ,4.2032                   ,7.4463                ,         1065.31 ,     43.8292 ,-76.1761      ,            252.5655 ,                   14.0287 ,         0 ,7.0995               ,102.2474         ,102.2474         ,       887.0309 ,                1 ,          260.1178 ,                   1 ,               13.3414 ,4.9938                  ,-32768               ,                       1100.0135 ,               1.5672   , , , , ,
[2023-02-01T18:57:52.5221143] ,  1779.802  ,01-Feb-2023 18:55:16 ,                259.9962 ,         100      ,             259.9962 ,              887.2782 ,         249.3518 ,                14.2121 ,            1073.088  ,          43.8292 ,-76.176            ,               12.9114  ,4.2115                   ,7.6695                ,         1073.52 ,     43.8292 ,-76.176       ,            251.9344 ,                   13.5809 ,         0 ,7.4463               ,100.7091         ,100.7091         ,       886.0859 ,                1 ,          260.0904 ,                   1 ,               13.2993 ,5.0116                  ,-32768               ,                       1107.5361 ,               1.5646   , , , , ,
[2023-02-01T18:57:52.5242704] ,  1780.802  ,01-Feb-2023 18:55:17 ,                259.9332 ,         100      ,             259.9332 ,              886.4553 ,         249.2238 ,                14.1821 ,            1080.1375 ,          43.8293 ,-76.1758           ,               13.1243  ,3.1032                   ,7.3246                ,         1080.73 ,     43.8293 ,-76.1758      ,            256.697  ,                   13.4861 ,         0 ,7.6695               ,100.5669         ,100.5669         ,       885.2272 ,                1 ,          260.0268 ,                   1 ,               13.2603 ,5.0306                  ,-32768               ,                       1114.7064 ,               1.5581   , , , , ,
[2023-02-01T18:57:52.5284878] ,  1781.802  ,01-Feb-2023 18:55:18 ,                259.8822 ,         100      ,             259.8822 ,              885.6324 ,         249.0966 ,                14.156  ,            1086.9669 ,          43.8293 ,-76.1757           ,               13.0794  ,2.1162                   ,6.6839                ,         1086.97 ,     43.8293 ,-76.1757      ,            260.8096 ,                   13.2495 ,         0 ,7.3246               ,100.9408         ,100.9408         ,       884.382  ,                1 ,          259.9767 ,                   1 ,               13.2247 ,5.0507                  ,-32768               ,                       1121.2101 ,               1.5531   , , , , ,
[2023-02-01T18:57:52.5312269] ,  1782.802  ,01-Feb-2023 18:55:19 ,                259.8314 ,         100      ,             259.8313 ,              884.8092 ,         248.9733 ,                14.1343 ,            1093.9564 ,          43.8293 ,-76.1755           ,               12.767   ,1.577                    ,6.349                 ,         1092.99 ,     43.8293 ,-76.1755      ,            262.9584 ,                   12.864  ,         0 ,6.6839               ,100.8017         ,100.8017         ,       883.7871 ,                1 ,          259.9233 ,                   1 ,               13.1932 ,5.0714                  ,-32768               ,                       1127.8776 ,               1.5481   , , , , ,
[2023-02-01T18:57:52.5337686] ,  1783.802  ,01-Feb-2023 18:55:20 ,                259.7896 ,         100      ,             259.7896 ,              883.9825 ,         248.8579 ,                14.1178 ,            1101.3881 ,          43.8293 ,-76.1753           ,               12.7867  ,2.3542                   ,7.3819                ,         1101.21 ,     43.8293 ,-76.1753      ,            259.5678 ,                   13.0017 ,         0 ,6.349                ,100.8676         ,100.8676         ,       883.0815 ,                1 ,          259.8825 ,                   1 ,               13.1669 ,5.092                   ,-32768               ,                       1135.5975 ,               1.5443   , , , , ,
[2023-02-01T18:57:52.5373444] ,  1784.802  ,01-Feb-2023 18:55:21 ,                259.7515 ,         100      ,             259.7515 ,              883.1514 ,         248.7547 ,                14.1072 ,            1109.0202 ,          43.8294 ,-76.1752           ,               12.3124  ,4.422                    ,7.4943                ,         1109.85 ,     43.8294 ,-76.1752      ,            250.2443 ,                   13.0824 ,         0 ,7.3819               ,101.6904         ,101.6904         ,       881.9999 ,                1 ,          259.8484 ,                   1 ,               13.1481 ,5.1119                  ,-32768               ,                       1143.5698 ,               1.541    , , , , ,
[2023-02-01T18:57:52.5396119] ,  1785.802  ,01-Feb-2023 18:55:22 ,                259.6747 ,         100      ,             259.6747 ,              882.3149 ,         248.6678 ,                14.103  ,            1116.3213 ,          43.8294 ,-76.175            ,               12.9087  ,6.6741                   ,6.9086                ,         1116.56 ,     43.8294 ,-76.175       ,            242.6599 ,                   14.532  ,         0 ,7.4943               ,102.802          ,102.802          ,       881.199  ,                1 ,          259.7709 ,                   1 ,               13.1367 ,5.1307                  ,-32768               ,                       1150.6764 ,               1.5328   , , , , ,
[2023-02-01T18:57:52.5427860] ,  1786.802  ,01-Feb-2023 18:55:23 ,                259.6035 ,         100      ,             259.6034 ,              881.4766 ,         248.6001 ,                14.105  ,            1123.3136 ,          43.8295 ,-76.1749           ,               13.8349  ,7.8228                   ,7.1289                ,         1122.9  ,     43.8295 ,-76.1749      ,            240.5143 ,                   15.8934 ,         0 ,6.9086               ,102.2601         ,102.2601         ,       880.3585 ,                1 ,          259.7    ,                   1 ,               13.1326 ,5.1469                  ,-32768               ,                       1157.3266 ,               1.5254   , , , , ,
[2023-02-01T18:57:52.5456772] ,  1787.802  ,01-Feb-2023 18:55:24 ,                259.5459 ,         100      ,             259.5459 ,              880.6375 ,         248.5536 ,                14.1134 ,            1130.3378 ,          43.8296 ,-76.1747           ,               13.6074  ,7.7421                   ,7.7963                ,         1129.68 ,     43.8296 ,-76.1747      ,            240.3617 ,                   15.6557 ,         0 ,7.1289               ,102.5905         ,102.5905         ,       879.538  ,                1 ,          259.6424 ,                   1 ,               13.1361 ,5.1601                  ,-32768               ,                       1164.5023 ,               1.5197   , , , , ,
[2023-02-01T18:57:52.5483658] ,  1788.802  ,01-Feb-2023 18:55:25 ,                259.4868 ,         100      ,             259.4868 ,              879.8001 ,         248.529  ,                14.1281 ,            1137.346  ,          43.8296 ,-76.1745           ,               14.0871  ,8.171                    ,7.493                 ,         1138.86 ,     43.8296 ,-76.1745      ,            239.8848 ,                   16.2853 ,         0 ,7.7963               ,101.687          ,101.687          ,       878.7    ,                1 ,          259.5838 ,                   1 ,               13.1473 ,5.1713                  ,-32768               ,                       1171.9366 ,               1.5138   , , , , ,
[2023-02-01T18:57:52.5566528] ,  1789.802  ,01-Feb-2023 18:55:26 ,                259.4168 ,         100      ,             259.4168 ,              878.9654 ,         248.5273 ,                14.1492 ,            1144.0597 ,          43.8297 ,-76.1743           ,               13.9048  ,7.7095                   ,7.2932                ,         1143.48 ,     43.8297 ,-76.1743      ,            240.9939 ,                   15.899  ,         0 ,7.493                ,101.32           ,101.32           ,       877.7536 ,                1 ,          259.5125 ,                   1 ,               13.1669 ,5.1795                  ,-32768               ,                       1178.2144 ,               1.5066   , , , , ,
[2023-02-01T18:57:52.5588934] ,  1790.802  ,01-Feb-2023 18:55:27 ,                259.3554 ,         100      ,             259.3554 ,              878.1323 ,         248.549  ,                14.1763 ,            1150.9622 ,          43.8298 ,-76.1742           ,               12.2766  ,6.4935                   ,7.394                 ,         1150.06 ,     43.8298 ,-76.1742      ,            242.1239 ,                   13.8881 ,         0 ,7.2932               ,103.1291         ,103.1291         ,       876.9559 ,                1 ,          259.45   ,                   1 ,               13.1943 ,5.1844                  ,-32768               ,                       1184.9326 ,               1.5005   , , , , ,
[2023-02-01T18:57:52.5612233] ,  1791.802  ,01-Feb-2023 18:55:28 ,                259.3045 ,         100      ,             259.3045 ,              877.2983 ,         248.5943 ,                14.2087 ,            1158.284  ,          43.8298 ,-76.174            ,               11.3369  ,5.4025                   ,6.8044                ,         1158.92 ,     43.8298 ,-76.174       ,            244.5201 ,                   12.5583 ,         0 ,7.394                ,103.2005         ,103.2005         ,       876.2526 ,                1 ,          259.3982 ,                   1 ,               13.2289 ,5.1858                  ,-32768               ,                       1192.6645 ,               1.4957   , , , , ,
[2023-02-01T18:57:52.5634486] ,  1792.802  ,01-Feb-2023 18:55:29 ,                259.2565 ,         100      ,             259.2565 ,              876.4604 ,         248.6627 ,                14.2459 ,            1165.6781 ,          43.8299 ,-76.1739           ,               11.2427  ,5.4457                   ,6.7058                ,         1165.82 ,     43.8299 ,-76.1739      ,            244.1554 ,                   12.4921 ,         0 ,6.8044               ,101.7683         ,101.7683         ,       875.4636 ,                1 ,          259.35   ,                   1 ,               13.2696 ,5.1837                  ,-32768               ,                       1200.0936 ,               1.4913   , , , , ,
[2023-02-01T18:57:52.5656513] ,  1793.802  ,01-Feb-2023 18:55:30 ,                259.2041 ,         100      ,             259.2041 ,              875.6132 ,         248.7538 ,                14.2876 ,            1173.078  ,          43.8299 ,-76.1738           ,               10.7899  ,5.5854                   ,7.1316                ,         1173.09 ,     43.8299 ,-76.1738      ,            242.6316 ,                   12.1499 ,         0 ,6.7058               ,100.1462         ,100.1462         ,       874.6501 ,                1 ,          259.2976 ,                   1 ,               13.3164 ,5.1775                  ,-32768               ,                       1207.2668 ,               1.4863   , , , , ,
[2023-02-01T18:57:52.5688459] ,  1794.802  ,01-Feb-2023 18:55:31 ,                259.1513 ,         100      ,             259.1513 ,              874.756  ,         248.8664 ,                14.3336 ,            1180.5908 ,          43.83   ,-76.1736           ,               11.6611  ,4.5918                   ,7.8027                ,         1180.04 ,     43.83   ,-76.1736      ,            248.5069 ,                   12.5326 ,         0 ,7.1316               ,99.7781          ,99.7781          ,       873.6603 ,                1 ,          259.2449 ,                   1 ,               13.3695 ,5.1676                  ,-32768               ,                       1214.6492 ,               1.4814   , , , , ,
[2023-02-01T18:57:52.5710099] ,  1795.802  ,01-Feb-2023 18:55:32 ,                259.1009 ,         100      ,             259.1009 ,              873.89   ,         248.9993 ,                14.3837 ,            1188.2823 ,          43.83   ,-76.1735           ,               13.0952  ,4.208                    ,7.8581                ,         1188.46 ,     43.83   ,-76.1735      ,            252.1855 ,                   13.7547 ,         0 ,7.8027               ,100.1302         ,100.1302         ,       872.7872 ,                1 ,          259.1951 ,                   1 ,               13.428  ,5.1548                  ,-32768               ,                       1222.5569 ,               1.4767   , , , , ,
[2023-02-01T18:57:52.6332339] ,  1796.802  ,01-Feb-2023 18:55:33 ,                259.0465 ,         100      ,             259.0465 ,              873.0175 ,         249.1518 ,                14.4375 ,            1195.8773 ,          43.83   ,-76.1733           ,               13.9341  ,4.6088                   ,7.7451                ,         1196.44 ,     43.83   ,-76.1733      ,            251.6981 ,                   14.6765 ,         0 ,7.8581               ,99.8279          ,99.8279          ,       871.8517 ,                1 ,          259.1415 ,                   1 ,               13.4918 ,5.1385                  ,-32768               ,                       1230.3261 ,               1.4716   , , , , ,
[2023-02-01T18:57:52.6397740] ,  1797.802  ,01-Feb-2023 18:55:34 ,                258.9892 ,          99.8099 ,             258.9656 ,              872.1411 ,         249.3225 ,                14.4943 ,            1203.266  ,          43.8301 ,-76.1731           ,               13.8721  ,5.3722                   ,7.2216                ,         1203.31 ,     43.8301 ,-76.1731      ,            248.8303 ,                   14.876  ,         0 ,7.7451               ,99.8692          ,99.8692          ,       871.0834 ,                1 ,          259.0851 ,                   1 ,               13.5603 ,5.1183                  ,-32768               ,                       1237.5127 ,               1.4634   , , , , ,
[2023-02-01T18:57:52.6462976] ,  1798.802  ,01-Feb-2023 18:55:35 ,                258.9264 ,          99.5776 ,             258.8741 ,              871.2621 ,         249.5087 ,                14.5532 ,            1210.7081 ,          43.8301 ,-76.1729           ,               13.4614  ,6.0271                   ,7.5142                ,         1210.15 ,     43.8301 ,-76.1729      ,            245.8805 ,                   14.7491 ,         0 ,7.2216               ,99.5328          ,99.5328          ,       870.2299 ,                1 ,          259.0219 ,                   1 ,               13.6326 ,5.0946                  ,-32768               ,                       1244.7221 ,               1.4539   , , , , ,
[2023-02-01T18:57:52.6547588] ,  1799.802  ,01-Feb-2023 18:55:36 ,                258.8625 ,          99.4967 ,             258.8002 ,              870.3829 ,         249.7063 ,                14.6132 ,            1218.4979 ,          43.8302 ,-76.1728           ,               13.325   ,6.5938                   ,8.2102                ,         1218.31 ,     43.8302 ,-76.1728      ,            243.6718 ,                   14.8672 ,         0 ,7.5142               ,98.7736          ,98.7736          ,       869.3371 ,                1 ,          258.9629 ,                   1 ,               13.7063 ,5.0684                  ,-32768               ,                       1252.5478 ,               1.4466   , , , , ,
[2023-02-01T18:57:52.6612310] ,  1800.802  ,01-Feb-2023 18:55:37 ,                258.8041 ,          99.6676 ,             258.763  ,              869.5074 ,         249.9111 ,                14.6732 ,            1226.5135 ,          43.8303 ,-76.1726           ,               13.7503  ,6.3103                   ,7.9592                ,         1226.48 ,     43.8303 ,-76.1726      ,            245.3488 ,                   15.1291 ,         0 ,8.2102               ,98.0956          ,98.0956          ,       868.335  ,                1 ,          258.9185 ,                   1 ,               13.7805 ,5.04                    ,-32768               ,                       1260.7005 ,               1.4436   , , , , ,
[2023-02-01T18:57:52.6651245] ,  1801.802  ,01-Feb-2023 18:55:38 ,                258.6411 ,         100      ,             258.6411 ,              868.6383 ,         250.1186 ,                14.7324 ,            1234.4124 ,          43.8303 ,-76.1724           ,               13.5829  ,4.8551                   ,8.0879                ,         1234.85 ,     43.8303 ,-76.1724      ,            250.3311 ,                   14.4245 ,         0 ,7.9592               ,98.6969          ,98.6969          ,       867.4263 ,                1 ,          258.7522 ,                   1 ,               13.8544 ,5.0099                  ,-32768               ,                       1268.7218 ,               1.4306   , , , , ,
[2023-02-01T18:57:52.6672889] ,  1802.802  ,01-Feb-2023 18:55:39 ,                258.4864 ,         100      ,             258.4863 ,              867.7777 ,         250.3241 ,                14.79   ,            1241.9013 ,          43.8303 ,-76.1723           ,               14.0758  ,3.8717                   ,7.1372                ,         1242.1  ,     43.8303 ,-76.1723      ,            254.6205 ,                   14.5986 ,         0 ,8.0879               ,100.4359         ,100.4359         ,       866.6145 ,                1 ,          258.5893 ,                   1 ,               13.9267 ,4.9794                  ,-32768               ,                       1276.1801 ,               1.4139   , , , , ,
[2023-02-01T18:57:52.6694074] ,  1803.802  ,01-Feb-2023 18:55:40 ,                258.4495 ,         100      ,             258.4494 ,              866.9255 ,         250.5242 ,                14.8449 ,            1248.9613 ,          43.8304 ,-76.1721           ,               14.1134  ,3.6649                   ,6.964                 ,         1249.15 ,     43.8304 ,-76.1721      ,            255.4431 ,                   14.5815 ,         0 ,7.1372               ,100.0242         ,100.0242         ,       865.8569 ,                1 ,          258.5519 ,                   1 ,               13.9957 ,4.9491                  ,-32768               ,                       1283.1488 ,               1.411    , , , , ,
[2023-02-01T18:57:52.6723939] ,  1804.802  ,01-Feb-2023 18:55:41 ,                258.402  ,         100      ,             258.402  ,              866.0815 ,         250.7168 ,                14.8964 ,            1255.8523 ,          43.8304 ,-76.1719           ,               13.6093  ,3.5524                   ,7.4374                ,         1255.51 ,     43.8304 ,-76.1719      ,            255.3707 ,                   14.0653 ,         0 ,6.964                ,99.4507          ,99.4507          ,       864.989  ,                1 ,          258.4963 ,                   1 ,               14.0605 ,4.9193                  ,-32768               ,                       1289.8975 ,               1.4069   , , , , ,
[2023-02-01T18:57:52.6747036] ,  1805.802  ,01-Feb-2023 18:55:42 ,                258.3351 ,         100      ,             258.335  ,              865.2444 ,         250.9009 ,                14.9436 ,            1262.9504 ,          43.8304 ,-76.1718           ,               13.5648  ,3.7688                   ,7.4855                ,         1262.63 ,     43.8304 ,-76.1718      ,            254.4728 ,                   14.0787 ,         0 ,7.4374               ,99.7135          ,99.7135          ,       864.1512 ,                1 ,          258.4169 ,                   1 ,               14.1209 ,4.8898                  ,-32768               ,                       1297.0003 ,               1.4005   , , , , ,
[2023-02-01T18:57:52.6769348] ,  1806.802  ,01-Feb-2023 18:55:43 ,                258.3615 ,          99.9558 ,             258.356  ,              864.4142 ,         251.0757 ,                14.9854 ,            1270.3334 ,          43.8305 ,-76.1716           ,               14.0283  ,4.167                    ,7.4642                ,         1270.47 ,     43.8305 ,-76.1716      ,            253.4565 ,                   14.6341 ,         0 ,7.4855               ,99.1233          ,99.1233          ,       863.2719 ,                1 ,          258.4416 ,                   1 ,               14.1758 ,4.8604                  ,-32768               ,                       1304.4698 ,               1.4043   , , , , ,
[2023-02-01T18:57:52.6792513] ,  1807.802  ,01-Feb-2023 18:55:44 ,                258.4089 ,          99.9897 ,             258.4077 ,              863.592  ,         251.2394 ,                15.0208 ,            1277.8589 ,          43.8305 ,-76.1714           ,               14.6317  ,4.3195                   ,6.9287                ,         1277.58 ,     43.8305 ,-76.1714      ,            253.5525 ,                   15.256  ,         0 ,7.4642               ,99.2213          ,99.2213          ,       862.5128 ,                1 ,          258.4926 ,                   1 ,               14.2234 ,4.8312                  ,-32768               ,                       1311.9635 ,               1.4116   , , , , ,
[2023-02-01T18:57:52.6815962] ,  1808.802  ,01-Feb-2023 18:55:45 ,                258.3899 ,         100      ,             258.3899 ,              862.7804 ,         251.3894 ,                15.0493 ,            1285.3392 ,          43.8305 ,-76.1712           ,               15.4434  ,4.3698                   ,7.091                 ,         1285.62 ,     43.8306 ,-76.1712      ,            254.2008 ,                   16.0497 ,         0 ,6.9287               ,98.8096          ,98.8096          ,       861.6747 ,                1 ,          258.4786 ,                   1 ,               14.2627 ,4.8027                  ,-32768               ,                       1319.5555 ,               1.4109   , , , , ,
[2023-02-01T18:57:52.6844823] ,  1809.802  ,01-Feb-2023 18:55:46 ,                258.3412 ,         100      ,             258.3412 ,              861.9803 ,         251.5228 ,                15.0709 ,            1292.5015 ,          43.8306 ,-76.171            ,               15.5862  ,3.5437                   ,7.9127                ,         1292.9  ,     43.8306 ,-76.171       ,            257.1908 ,                   15.984  ,         0 ,7.091                ,99.0015          ,99.0015          ,       860.7748 ,                1 ,          258.436  ,                   1 ,               14.2939 ,4.7759                  ,-32768               ,                       1326.7249 ,               1.4065   , , , , ,
[2023-02-01T18:57:52.6866945] ,  1810.802  ,01-Feb-2023 18:55:47 ,                258.2837 ,         100      ,             258.2836 ,              861.193  ,         251.6371 ,                15.0859 ,            1299.26   ,          43.8306 ,-76.1708           ,               16.0652  ,3.6623                   ,6.8197                ,         1299.02 ,     43.8306 ,-76.1708      ,            257.1581 ,                   16.4773 ,         0 ,7.9127               ,99.6156          ,99.6156          ,       859.9623 ,                1 ,          258.3793 ,                   1 ,               14.3178 ,4.752                   ,-32768               ,                       1333.3487 ,               1.4012   , , , , ,
[2023-02-01T18:57:52.6890556] ,  1811.802  ,01-Feb-2023 18:55:48 ,                258.23   ,         100      ,             258.23   ,              860.4175 ,         251.7315 ,                15.0944 ,            1305.8218 ,          43.8307 ,-76.1706           ,               16.8151  ,5.0074                   ,6.5002                ,         1305.97 ,     43.8307 ,-76.1706      ,            253.4169 ,                   17.5449 ,         0 ,6.8197               ,100.9011         ,100.9011         ,       859.2961 ,                1 ,          258.3246 ,                   1 ,               14.3337 ,4.7313                  ,-32768               ,                       1339.9217 ,               1.3962   , , , , ,
[2023-02-01T18:57:52.6913890] ,  1812.802  ,01-Feb-2023 18:55:49 ,                258.197  ,         100      ,             258.1969 ,              859.6518 ,         251.8067 ,                15.0964 ,            1312.2996 ,          43.8307 ,-76.1704           ,               16.6949  ,5.7549                   ,6.6925                ,         1312.1  ,     43.8307 ,-76.1704      ,            250.9803 ,                   17.659  ,         0 ,6.5002               ,101.2            ,101.2            ,       858.6418 ,                1 ,          258.2943 ,                   1 ,               14.3417 ,4.7135                  ,-32768               ,                       1346.4256 ,               1.3937   , , , , ,
[2023-02-01T18:57:52.6941468] ,  1813.802  ,01-Feb-2023 18:55:50 ,                258.1402 ,         100      ,             258.1401 ,              858.8933 ,         251.8648 ,                15.0919 ,            1318.8873 ,          43.8308 ,-76.1702           ,               16.4552  ,6.1931                   ,6.2867                ,         1319.01 ,     43.8308 ,-76.1702      ,            249.3756 ,                   17.5821 ,         0 ,6.6925               ,100.1378         ,100.1378         ,       857.8256 ,                1 ,          258.2434 ,                   1 ,               14.3425 ,4.6978                  ,-32768               ,                       1353.0431 ,               1.3884   , , , , ,
[2023-02-01T18:57:52.6964980] ,  1814.802  ,01-Feb-2023 18:55:51 ,                258.064  ,         100      ,             258.064  ,              858.1414 ,         251.9077 ,                15.0809 ,            1325.6079 ,          43.8308 ,-76.17             ,               16.3099  ,6.5892                   ,6.7479                ,         1325.43 ,     43.8308 ,-76.17        ,            248.0012 ,                   17.5907 ,         0 ,6.2867               ,99.7971          ,99.7971          ,       857.0794 ,                1 ,          258.1794 ,                   1 ,               14.3355 ,4.6833                  ,-32768               ,                       1359.7442 ,               1.3809   , , , , ,
[2023-02-01T18:57:52.6987161] ,  1815.802  ,01-Feb-2023 18:55:52 ,                257.9112 ,         100      ,             257.9112 ,              857.3971 ,         251.9372 ,                15.0638 ,            1332.5478 ,          43.8309 ,-76.1698           ,               16.1558  ,6.3773                   ,6.6451                ,         1332.57 ,     43.8309 ,-76.1698      ,            248.459  ,                   17.3689 ,         0 ,6.7479               ,100.7241         ,100.7241         ,       856.2817 ,                1 ,          258.0254 ,                   1 ,               14.3215 ,4.6708                  ,-32768               ,                       1366.6959 ,               1.3647   , , , , ,
[2023-02-01T18:57:52.7010195] ,  1816.802  ,01-Feb-2023 18:55:53 ,                257.7731 ,         100      ,             257.7731 ,              856.664  ,         251.9551 ,                15.0415 ,            1339.7388 ,          43.8309 ,-76.1696           ,               15.3879  ,5.451                    ,6.958                 ,         1339.56 ,     43.8309 ,-76.1696      ,            250.4939 ,                   16.3248 ,         0 ,6.6451               ,102.9329         ,102.9329         ,       855.4478 ,                1 ,          257.8813 ,                   1 ,               14.3017 ,4.6595                  ,-32768               ,                       1373.9397 ,               1.3504   , , , , ,
[2023-02-01T18:57:52.7032708] ,  1817.802  ,01-Feb-2023 18:55:54 ,                257.7097 ,         100      ,             257.7097 ,              855.9453 ,         251.963  ,                15.0145 ,            1347.1419 ,          43.831  ,-76.1694           ,               14.2114  ,4.0866                   ,7.4363                ,         1347.64 ,     43.831  ,-76.1694      ,            253.957  ,                   14.7873 ,         0 ,6.958                ,104.5906         ,104.5906         ,       854.7608 ,                1 ,          257.8123 ,                   1 ,               14.277  ,4.6491                  ,-32768               ,                       1381.3386 ,               1.3444   , , , , ,
[2023-02-01T18:57:52.7063229] ,  1818.802  ,01-Feb-2023 18:55:55 ,                257.6687 ,         100      ,             257.6687 ,              855.2417 ,         251.9624 ,                14.9842 ,            1354.658  ,          43.831  ,-76.1693           ,               13.5416  ,3.0408                   ,7.6347                ,         1353.96 ,     43.831  ,-76.1693      ,            257.3439 ,                   13.8788 ,        15 ,7.4363               ,-32768           ,-32768           ,       853.769  ,                1 ,          257.7614 ,                   1 ,               14.2479 ,4.64                    ,-32768               ,                       1388.5929 ,               1.341    , , , , ,
[2023-02-01T18:57:52.7084975] ,  1819.802  ,01-Feb-2023 18:55:56 ,                257.6241 ,         100      ,             257.6241 ,              854.552  ,         251.9543 ,                14.9518 ,            1362.3959 ,          43.831  ,-76.1691           ,               13.1279  ,2.7881                   ,7.8675                ,         1362.29 ,     43.831  ,-76.1691      ,            258.0095 ,                   13.4207 ,        15 ,7.6347               ,-32768           ,-32768           ,       852.9006 ,                1 ,          257.7112 ,                   1 ,               14.2163 ,4.6317                  ,-32768               ,                       1396.4563 ,               1.3371   , , , , ,
[2023-02-01T18:57:52.7109574] ,  1820.802  ,01-Feb-2023 18:55:57 ,                257.5782 ,         100      ,             257.5781 ,              853.8738 ,         251.9398 ,                14.919  ,            1370.0679 ,          43.8311 ,-76.1689           ,               12.8138  ,3.3748                   ,7.918                 ,         1370.83 ,     43.8311 ,-76.1689      ,            255.2447 ,                   13.2508 ,        15 ,7.8675               ,-32768           ,-32768           ,       852.111  ,                1 ,          257.7518 ,                   1 ,               14.1836 ,4.6248                  ,-32768               ,                       1404.4217 ,               1.3331   , , , , ,
[2023-02-01T18:57:52.7134441] ,  1821.802  ,01-Feb-2023 18:55:58 ,                257.532  ,         100      ,             257.532  ,              853.2043 ,         251.9198 ,                14.8874 ,            1377.3536 ,          43.8311 ,-76.1688           ,               12.6737  ,4.6858                   ,7.3052                ,         1377.58 ,     43.8311 ,-76.1688      ,            249.7093 ,                   13.5122 ,        15 ,7.918                ,-32768           ,-32768           ,       851.246  ,                1 ,          257.6854 ,                   1 ,               14.1518 ,4.62                    ,-32768               ,                       1411.5352 ,               1.329    , , , , ,
[2023-02-01T18:57:52.7161446] ,  1822.802  ,01-Feb-2023 18:55:59 ,                257.4858 ,         100      ,             257.4858 ,              852.5397 ,         251.8963 ,                14.8585 ,            1384.4594 ,          43.8311 ,-76.1686           ,               13.1296  ,5.9723                   ,6.4843                ,         1383.89 ,     43.8312 ,-76.1686      ,            245.5405 ,                   14.4241 ,        15 ,7.3052               ,-32768           ,-32768           ,       850.5245 ,                1 ,          257.6196 ,                   1 ,               14.1228 ,4.617                   ,-32768               ,                       1418.2901 ,               1.325    , , , , ,
[2023-02-01T18:57:52.7194293] ,  1823.802  ,01-Feb-2023 18:56:00 ,                257.4396 ,         100      ,             257.4396 ,              851.8781 ,         251.872  ,                14.8333 ,            1391.7147 ,          43.8312 ,-76.1684           ,               13.4593  ,5.2772                   ,6.9697                ,         1391.33 ,     43.8312 ,-76.1684      ,            248.5906 ,                   14.4569 ,        15 ,6.4843               ,-32768           ,-32768           ,       849.6447 ,                1 ,          257.5454 ,                   1 ,               14.097  ,4.6152                  ,-32768               ,                       1425.5011 ,               1.3209   , , , , ,
[2023-02-01T18:57:52.7220187] ,  1824.802  ,01-Feb-2023 18:56:01 ,                257.3933 ,         100      ,             257.3933 ,              851.218  ,         251.8498 ,                14.8125 ,            1399.0837 ,          43.8312 ,-76.1683           ,               12.9264  ,4.1403                   ,7.4898                ,         1398.97 ,     43.8312 ,-76.1683      ,            252.2398 ,                   13.5732 ,        15 ,6.9697               ,-32768           ,-32768           ,       848.869  ,                1 ,          257.4373 ,                   1 ,               14.0753 ,4.6145                  ,-32768               ,                       1433.0385 ,               1.3168   , , , , ,
[2023-02-01T18:57:52.7244371] ,  1825.802  ,01-Feb-2023 18:56:02 ,                257.3469 ,         100      ,             257.3469 ,              850.558  ,         251.8325 ,                14.797  ,            1406.0837 ,          43.8313 ,-76.1681           ,               12.4381  ,3.589                    ,7.2994                ,         1406.67 ,     43.8313 ,-76.1681      ,            253.9044 ,                   12.9456 ,        15 ,7.4898               ,-32768           ,-32768           ,       847.8625 ,                1 ,          257.3684 ,                   1 ,               14.0593 ,4.6137                  ,-32768               ,                       1440.2865 ,               1.3128   , , , , ,
[2023-02-01T18:57:52.7268203] ,  1826.802  ,01-Feb-2023 18:56:03 ,                257.3005 ,         100      ,             257.3005 ,              849.898  ,         251.8222 ,                14.7874 ,            1412.265  ,          43.8313 ,-76.168            ,               12.4689  ,3.8362                   ,6.7885                ,         1412.86 ,     43.8313 ,-76.168       ,            252.8988 ,                   13.0457 ,        15 ,7.2994               ,-32768           ,-32768           ,       847.2864 ,                1 ,          257.3282 ,                   1 ,               14.0494 ,4.613                   ,-32768               ,                       1446.4491 ,               1.3088   , , , , ,
